_id,Term,FirstName,LastName,Committee,MTGNum,SessionDate,SessionType,SessionStart_EndTime,Present
620726,2018-2022,Jennifer,McKelvie,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620727,2018-2022,Denzil,Minnan-Wong,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620728,2018-2022,Frances,Nunziata,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620729,2018-2022,James,Pasternak,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620730,2018-2022,Gord,Perks,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620731,2018-2022,Anthony,Perruzza,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620732,2018-2022,Jaye,Robinson,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620733,2018-2022,Michael,Thompson,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620734,2018-2022,John,Tory,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620735,2018-2022,Kristyn,Wong-Tam,City Council,29,2021-02-18,Evening,18:01PM - 19:14PM,Y
620736,2018-2022,Gary,Crawford,Board of Governors of Exhibition Place,16,2021-02-19,Morning,09:30AM - 10:15AM,Y
620737,2018-2022,Joe,Cressy,Board of Governors of Exhibition Place,16,2021-02-19,Morning,09:30AM - 10:15AM,N
620738,2018-2022,Michael,Ford,Board of Governors of Exhibition Place,16,2021-02-19,Morning,09:30AM - 10:15AM,Y
620739,2018-2022,Mark,Grimes,Board of Governors of Exhibition Place,16,2021-02-19,Morning,09:30AM - 10:15AM,Y
620740,2018-2022,Anthony,Perruzza,Board of Governors of Exhibition Place,16,2021-02-19,Morning,09:30AM - 10:15AM,Y
620741,2018-2022,Gary,Crawford,TO Live - Audit Committee,9,2021-02-23,Afternoon,12:33PM - 12:41PM,Y
620742,2018-2022,Gary,Crawford,TO Live - Audit Committee,9,2021-02-23,Afternoon,12:43PM - 13:37PM,Y
620743,2018-2022,Jennifer,McKelvie,Toronto Francophone Affairs Advisory Committee,5,2021-02-23,Afternoon,13:35PM - 14:54PM,Y
620744,2018-2022,Gary,Crawford,TO Live - Audit Committee,9,2021-02-23,Afternoon,13:38PM - 13:39PM,Y
620745,2018-2022,Gary,Crawford,TO Live - Planning and Priorities Committee,4,2021-02-23,Afternoon,15:01PM - 15:27PM,Y
620746,2018-2022,John,Filion,TO Live - Planning and Priorities Committee,4,2021-02-23,Afternoon,15:01PM - 15:27PM,Y
620747,2018-2022,Kristyn,Wong-Tam,TO Live - Planning and Priorities Committee,4,2021-02-23,Afternoon,15:01PM - 15:27PM,Y
620748,2018-2022,Gary,Crawford,TO Live - Planning and Priorities Committee,4,2021-02-23,Afternoon,15:30PM - 16:10PM,Y
620749,2018-2022,John,Filion,TO Live - Planning and Priorities Committee,4,2021-02-23,Afternoon,15:30PM - 16:10PM,Y
620750,2018-2022,Kristyn,Wong-Tam,TO Live - Planning and Priorities Committee,4,2021-02-23,Afternoon,15:30PM - 16:10PM,Y
620751,2018-2022,Gary,Crawford,TO Live - Planning and Priorities Committee,4,2021-02-23,Afternoon,16:12PM - 16:15PM,Y
620752,2018-2022,John,Filion,TO Live - Planning and Priorities Committee,4,2021-02-23,Afternoon,16:12PM - 16:15PM,Y
620753,2018-2022,Kristyn,Wong-Tam,TO Live - Planning and Priorities Committee,4,2021-02-23,Afternoon,16:12PM - 16:15PM,Y
620754,2018-2022,Ana,Bailão,Toronto and East York Community Council,23,2021-02-24,Morning,09:38AM - 12:32PM,Y
620755,2018-2022,Brad,Bradford,Toronto and East York Community Council,23,2021-02-24,Morning,09:38AM - 12:32PM,N
620756,2018-2022,Joe,Cressy,Toronto and East York Community Council,23,2021-02-24,Morning,09:38AM - 12:32PM,Y
620757,2018-2022,Paula,Fletcher,Toronto and East York Community Council,23,2021-02-24,Morning,09:38AM - 12:32PM,Y
620758,2018-2022,Mike,Layton,Toronto and East York Community Council,23,2021-02-24,Morning,09:38AM - 12:32PM,Y
620759,2018-2022,Josh,Matlow,Toronto and East York Community Council,23,2021-02-24,Morning,09:38AM - 12:32PM,Y
620760,2018-2022,Gord,Perks,Toronto and East York Community Council,23,2021-02-24,Morning,09:38AM - 12:32PM,Y
620761,2018-2022,Kristyn,Wong-Tam,Toronto and East York Community Council,23,2021-02-24,Morning,09:38AM - 12:32PM,Y
620762,2018-2022,Ana,Bailão,Toronto and East York Community Council,23,2021-02-24,Afternoon,13:42PM - 16:12PM,Y
620763,2018-2022,Brad,Bradford,Toronto and East York Community Council,23,2021-02-24,Afternoon,13:42PM - 16:12PM,N
620764,2018-2022,Joe,Cressy,Toronto and East York Community Council,23,2021-02-24,Afternoon,13:42PM - 16:12PM,Y
620765,2018-2022,Paula,Fletcher,Toronto and East York Community Council,23,2021-02-24,Afternoon,13:42PM - 16:12PM,Y
620766,2018-2022,Mike,Layton,Toronto and East York Community Council,23,2021-02-24,Afternoon,13:42PM - 16:12PM,Y
620767,2018-2022,Josh,Matlow,Toronto and East York Community Council,23,2021-02-24,Afternoon,13:42PM - 16:12PM,Y
620768,2018-2022,Gord,Perks,Toronto and East York Community Council,23,2021-02-24,Afternoon,13:42PM - 16:12PM,Y
620769,2018-2022,Kristyn,Wong-Tam,Toronto and East York Community Council,23,2021-02-24,Afternoon,13:42PM - 16:12PM,Y
620770,2018-2022,Ana,Bailão,Toronto and East York Community Council,23,2021-02-24,Afternoon,16:17PM - 16:58PM,Y
620771,2018-2022,Brad,Bradford,Toronto and East York Community Council,23,2021-02-24,Afternoon,16:17PM - 16:58PM,N
620772,2018-2022,Joe,Cressy,Toronto and East York Community Council,23,2021-02-24,Afternoon,16:17PM - 16:58PM,Y
620773,2018-2022,Paula,Fletcher,Toronto and East York Community Council,23,2021-02-24,Afternoon,16:17PM - 16:58PM,Y
620774,2018-2022,Mike,Layton,Toronto and East York Community Council,23,2021-02-24,Afternoon,16:17PM - 16:58PM,Y
620775,2018-2022,Josh,Matlow,Toronto and East York Community Council,23,2021-02-24,Afternoon,16:17PM - 16:58PM,Y
620776,2018-2022,Gord,Perks,Toronto and East York Community Council,23,2021-02-24,Afternoon,16:17PM - 16:58PM,Y
620777,2018-2022,Kristyn,Wong-Tam,Toronto and East York Community Council,23,2021-02-24,Afternoon,16:17PM - 16:58PM,Y
620778,2018-2022,Kristyn,Wong-Tam,Toronto Accessibility Advisory Committee,14,2021-02-25,Morning,09:51AM - 12:30PM,Y
620779,2018-2022,Ana,Bailão,Toronto Music Advisory Committee,8,2021-02-25,Morning,10:07AM - 12:16PM,Y
620780,2018-2022,Brad,Bradford,Toronto Music Advisory Committee,8,2021-02-25,Morning,10:07AM - 12:16PM,Y
620781,2018-2022,Michael,Thompson,Toronto Music Advisory Committee,8,2021-02-25,Morning,10:07AM - 12:16PM,N
620782,2018-2022,Kristyn,Wong-Tam,Toronto Accessibility Advisory Committee,14,2021-02-25,Afternoon,13:04PM - 13:55PM,Y
620783,2018-2022,Paul,Ainslie,Scarborough Community Council,22,2021-02-26,Morning,09:36AM - 10:22AM,Y
620784,2018-2022,Gary,Crawford,Scarborough Community Council,22,2021-02-26,Morning,09:36AM - 10:22AM,Y
620785,2018-2022,Cynthia,Lai,Scarborough Community Council,22,2021-02-26,Morning,09:36AM - 10:22AM,Y
620786,2018-2022,Nick,Mantas,Scarborough Community Council,22,2021-02-26,Morning,09:36AM - 10:22AM,Y
620787,2018-2022,Jennifer,McKelvie,Scarborough Community Council,22,2021-02-26,Morning,09:36AM - 10:22AM,Y
620788,2018-2022,Michael,Thompson,Scarborough Community Council,22,2021-02-26,Morning,09:36AM - 10:22AM,Y
620789,2018-2022,Paul,Ainslie,Scarborough Community Council,22,2021-02-26,Morning,10:23AM - 10:37AM,Y
620790,2018-2022,Gary,Crawford,Scarborough Community Council,22,2021-02-26,Morning,10:23AM - 10:37AM,Y
620791,2018-2022,Cynthia,Lai,Scarborough Community Council,22,2021-02-26,Morning,10:23AM - 10:37AM,Y
620792,2018-2022,Nick,Mantas,Scarborough Community Council,22,2021-02-26,Morning,10:23AM - 10:37AM,Y
620793,2018-2022,Jennifer,McKelvie,Scarborough Community Council,22,2021-02-26,Morning,10:23AM - 10:37AM,Y
620794,2018-2022,Michael,Thompson,Scarborough Community Council,22,2021-02-26,Morning,10:23AM - 10:37AM,Y
620795,2018-2022,Paul,Ainslie,Scarborough Community Council,22,2021-02-26,Morning,10:38AM - 10:50AM,Y
620796,2018-2022,Gary,Crawford,Scarborough Community Council,22,2021-02-26,Morning,10:38AM - 10:50AM,Y
620797,2018-2022,Cynthia,Lai,Scarborough Community Council,22,2021-02-26,Morning,10:38AM - 10:50AM,Y
620798,2018-2022,Nick,Mantas,Scarborough Community Council,22,2021-02-26,Morning,10:38AM - 10:50AM,Y
620799,2018-2022,Jennifer,McKelvie,Scarborough Community Council,22,2021-02-26,Morning,10:38AM - 10:50AM,Y
620800,2018-2022,Michael,Thompson,Scarborough Community Council,22,2021-02-26,Morning,10:38AM - 10:50AM,Y
620801,2018-2022,Ana,Bailão,Nominating Panel - Corporations,12,2021-03-01,Morning,09:33AM - 09:36AM,Y
620802,2018-2022,Mark,Grimes,Nominating Panel - Corporations,12,2021-03-01,Morning,09:33AM - 09:36AM,N
620803,2018-2022,Frances,Nunziata,Nominating Panel - Corporations,12,2021-03-01,Morning,09:33AM - 09:36AM,Y
620804,2018-2022,Shelley,Carroll,North York Community Council,22,2021-03-01,Morning,09:34AM - 12:12PM,Y
620805,2018-2022,Mike,Colle,North York Community Council,22,2021-03-01,Morning,09:34AM - 12:12PM,Y
620806,2018-2022,John,Filion,North York Community Council,22,2021-03-01,Morning,09:34AM - 12:12PM,Y
620807,2018-2022,Denzil,Minnan-Wong,North York Community Council,22,2021-03-01,Morning,09:34AM - 12:12PM,Y
620808,2018-2022,James,Pasternak,North York Community Council,22,2021-03-01,Morning,09:34AM - 12:12PM,Y
620809,2018-2022,Jaye,Robinson,North York Community Council,22,2021-03-01,Morning,09:34AM - 12:12PM,Y
620810,2018-2022,Ana,Bailão,Nominating Panel - Corporations,12,2021-03-01,Morning,09:38AM - 11:39AM,Y
620811,2018-2022,Mark,Grimes,Nominating Panel - Corporations,12,2021-03-01,Morning,09:38AM - 11:39AM,N
620812,2018-2022,Frances,Nunziata,Nominating Panel - Corporations,12,2021-03-01,Morning,09:38AM - 11:39AM,Y
620813,2018-2022,Ana,Bailão,Nominating Panel - Corporations,12,2021-03-01,Morning,11:40AM - 11:41AM,Y
620814,2018-2022,Mark,Grimes,Nominating Panel - Corporations,12,2021-03-01,Morning,11:40AM - 11:41AM,N
620815,2018-2022,Frances,Nunziata,Nominating Panel - Corporations,12,2021-03-01,Morning,11:40AM - 11:41AM,Y
620816,2018-2022,Ana,Bailão,Nominating Panel - Corporations,12,2021-03-01,Afternoon,13:02PM - 13:03PM,Y
620817,2018-2022,Mark,Grimes,Nominating Panel - Corporations,12,2021-03-01,Afternoon,13:02PM - 13:03PM,N
620818,2018-2022,Frances,Nunziata,Nominating Panel - Corporations,12,2021-03-01,Afternoon,13:02PM - 13:03PM,Y
620819,2018-2022,Ana,Bailão,Nominating Panel - Corporations,12,2021-03-01,Afternoon,13:04PM - 15:14PM,Y
620820,2018-2022,Mark,Grimes,Nominating Panel - Corporations,12,2021-03-01,Afternoon,13:04PM - 15:14PM,N
620821,2018-2022,Frances,Nunziata,Nominating Panel - Corporations,12,2021-03-01,Afternoon,13:04PM - 15:14PM,Y
620822,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:04PM - 14:13PM,Y
620823,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:04PM - 14:13PM,Y
620824,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:04PM - 14:13PM,Y
620825,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:04PM - 14:13PM,Y
620826,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:04PM - 14:13PM,Y
620827,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:04PM - 14:13PM,Y
620828,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:21PM - 14:34PM,Y
620829,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:21PM - 14:34PM,Y
620830,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:21PM - 14:34PM,Y
620831,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:35PM - 14:56PM,Y
620832,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:35PM - 14:56PM,Y
620833,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,14,2021-03-01,Afternoon,14:35PM - 14:56PM,Y
620834,2018-2022,Ana,Bailão,Nominating Panel - Corporations,12,2021-03-01,Afternoon,15:15PM - 15:16PM,Y
620835,2018-2022,Mark,Grimes,Nominating Panel - Corporations,12,2021-03-01,Afternoon,15:15PM - 15:16PM,N
620836,2018-2022,Frances,Nunziata,Nominating Panel - Corporations,12,2021-03-01,Afternoon,15:15PM - 15:16PM,Y
620837,2018-2022,Ana,Bailão,Planning and Housing Committee,21,2021-03-02,Morning,09:38AM - 12:26PM,Y
620838,2018-2022,Brad,Bradford,Planning and Housing Committee,21,2021-03-02,Morning,09:38AM - 12:26PM,Y
620839,2018-2022,Paula,Fletcher,Planning and Housing Committee,21,2021-03-02,Morning,09:38AM - 12:26PM,Y
620840,2018-2022,Frances,Nunziata,Planning and Housing Committee,21,2021-03-02,Morning,09:38AM - 12:26PM,Y
620841,2018-2022,Gord,Perks,Planning and Housing Committee,21,2021-03-02,Morning,09:38AM - 12:26PM,Y
620842,2018-2022,Kristyn,Wong-Tam,Planning and Housing Committee,21,2021-03-02,Morning,09:38AM - 12:26PM,Y
620843,2018-2022,Ana,Bailão,Planning and Housing Committee,21,2021-03-02,Afternoon,13:38PM - 15:52PM,Y
620844,2018-2022,Brad,Bradford,Planning and Housing Committee,21,2021-03-02,Afternoon,13:38PM - 15:52PM,Y
620845,2018-2022,Paula,Fletcher,Planning and Housing Committee,21,2021-03-02,Afternoon,13:38PM - 15:52PM,Y
620846,2018-2022,Frances,Nunziata,Planning and Housing Committee,21,2021-03-02,Afternoon,13:38PM - 15:52PM,Y
620847,2018-2022,Gord,Perks,Planning and Housing Committee,21,2021-03-02,Afternoon,13:38PM - 15:52PM,Y
620848,2018-2022,Kristyn,Wong-Tam,Planning and Housing Committee,21,2021-03-02,Afternoon,13:38PM - 15:52PM,Y
620849,2018-2022,Michael,Ford,Etobicoke York Community Council,22,2021-03-03,Morning,09:35AM - 11:02AM,Y
620850,2018-2022,Mark,Grimes,Etobicoke York Community Council,22,2021-03-03,Morning,09:35AM - 11:02AM,Y
620851,2018-2022,Stephen,Holyday,Etobicoke York Community Council,22,2021-03-03,Morning,09:35AM - 11:02AM,Y
620852,2018-2022,Frances,Nunziata,Etobicoke York Community Council,22,2021-03-03,Morning,09:35AM - 11:02AM,Y
620853,2018-2022,Anthony,Perruzza,Etobicoke York Community Council,22,2021-03-03,Morning,09:35AM - 11:02AM,Y
620854,2018-2022,John,Filion,TO Live - Programming Risk Committee ,8,2021-03-04,Afternoon,12:32PM - 12:38PM,Y
620855,2018-2022,John,Filion,TO Live - Programming Risk Committee ,8,2021-03-04,Afternoon,12:40PM - 14:21PM,Y
620856,2018-2022,John,Filion,TO Live - Programming Risk Committee ,8,2021-03-04,Afternoon,14:22PM - 14:25PM,Y
620857,2018-2022,Ana,Bailão,CreateTO,21,2021-03-08,Morning,09:35AM - 11:23AM,Y
620858,2018-2022,Paula,Fletcher,CreateTO,21,2021-03-08,Morning,09:35AM - 11:23AM,Y
620859,2018-2022,Ana,Bailão,CreateTO,21,2021-03-08,Morning,11:30AM - 13:06PM,Y
620860,2018-2022,Paula,Fletcher,CreateTO,21,2021-03-08,Morning,11:30AM - 13:06PM,Y
620861,2018-2022,Ana,Bailão,CreateTO,21,2021-03-08,Morning,13:08PM - 13:14PM,Y
620862,2018-2022,Paula,Fletcher,CreateTO,21,2021-03-08,Morning,13:08PM - 13:14PM,Y
620863,2018-2022,Gary,Crawford,TO Live - Digital Transformation Committee,7,2021-03-09,Afternoon,12:37PM - 12:41PM,Y
620864,2018-2022,Gary,Crawford,TO Live - Digital Transformation Committee,7,2021-03-09,Afternoon,12:42PM - 13:28PM,Y
620865,2018-2022,Gary,Crawford,TO Live - Digital Transformation Committee,7,2021-03-09,Afternoon,13:29PM - 13:30PM,Y
620866,2018-2022,Paul,Ainslie,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620867,2018-2022,Ana,Bailão,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620868,2018-2022,Brad,Bradford,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620869,2018-2022,Shelley,Carroll,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620870,2018-2022,Mike,Colle,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620871,2018-2022,Gary,Crawford,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620872,2018-2022,Joe,Cressy,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620873,2018-2022,John,Filion,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620874,2018-2022,Paula,Fletcher,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620875,2018-2022,Michael,Ford,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,N
620876,2018-2022,Mark,Grimes,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620877,2018-2022,Stephen,Holyday,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620878,2018-2022,Cynthia,Lai,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620879,2018-2022,Mike,Layton,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620880,2018-2022,Nick,Mantas,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620881,2018-2022,Josh,Matlow,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620882,2018-2022,Jennifer,McKelvie,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620883,2018-2022,Denzil,Minnan-Wong,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620884,2018-2022,Frances,Nunziata,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620885,2018-2022,James,Pasternak,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620886,2018-2022,Gord,Perks,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620887,2018-2022,Anthony,Perruzza,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620888,2018-2022,Jaye,Robinson,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620889,2018-2022,Michael,Thompson,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620890,2018-2022,John,Tory,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620891,2018-2022,Kristyn,Wong-Tam,City Council,30,2021-03-10,Morning,09:37AM - 12:26PM,Y
620892,2018-2022,Paul,Ainslie,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620893,2018-2022,Ana,Bailão,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620894,2018-2022,Brad,Bradford,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620895,2018-2022,Shelley,Carroll,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620896,2018-2022,Mike,Colle,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620897,2018-2022,Gary,Crawford,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620898,2018-2022,Joe,Cressy,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620899,2018-2022,John,Filion,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620900,2018-2022,Paula,Fletcher,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620901,2018-2022,Michael,Ford,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,N
620902,2018-2022,Mark,Grimes,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620903,2018-2022,Stephen,Holyday,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620904,2018-2022,Cynthia,Lai,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620905,2018-2022,Mike,Layton,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620906,2018-2022,Nick,Mantas,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620907,2018-2022,Josh,Matlow,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620908,2018-2022,Jennifer,McKelvie,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620909,2018-2022,Denzil,Minnan-Wong,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620910,2018-2022,Frances,Nunziata,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620911,2018-2022,James,Pasternak,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620912,2018-2022,Gord,Perks,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620913,2018-2022,Anthony,Perruzza,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620914,2018-2022,Jaye,Robinson,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620915,2018-2022,Michael,Thompson,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620916,2018-2022,John,Tory,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620917,2018-2022,Kristyn,Wong-Tam,City Council,30,2021-03-10,Afternoon,14:09PM - 17:57PM,Y
620918,2018-2022,Paul,Ainslie,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620919,2018-2022,Ana,Bailão,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620920,2018-2022,Brad,Bradford,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620921,2018-2022,Shelley,Carroll,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620922,2018-2022,Mike,Colle,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620923,2018-2022,Gary,Crawford,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620924,2018-2022,Joe,Cressy,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620925,2018-2022,John,Filion,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620926,2018-2022,Paula,Fletcher,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620927,2018-2022,Michael,Ford,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,N
620928,2018-2022,Mark,Grimes,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620929,2018-2022,Stephen,Holyday,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620930,2018-2022,Cynthia,Lai,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620931,2018-2022,Mike,Layton,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620932,2018-2022,Nick,Mantas,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620933,2018-2022,Josh,Matlow,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620934,2018-2022,Jennifer,McKelvie,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620935,2018-2022,Denzil,Minnan-Wong,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620936,2018-2022,Frances,Nunziata,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620937,2018-2022,James,Pasternak,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620938,2018-2022,Gord,Perks,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620939,2018-2022,Anthony,Perruzza,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620940,2018-2022,Jaye,Robinson,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620941,2018-2022,Michael,Thompson,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620942,2018-2022,John,Tory,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620943,2018-2022,Kristyn,Wong-Tam,City Council,30,2021-03-10,Evening,18:33PM - 21:39PM,Y
620944,2018-2022,Gary,Crawford,Board of Directors of TO Live,22,2021-03-12,Afternoon,12:33PM - 13:21PM,N
620945,2018-2022,John,Filion,Board of Directors of TO Live,22,2021-03-12,Afternoon,12:33PM - 13:21PM,Y
620946,2018-2022,Kristyn,Wong-Tam,Board of Directors of TO Live,22,2021-03-12,Afternoon,12:33PM - 13:21PM,Y
620947,2018-2022,Gary,Crawford,Board of Directors of TO Live,22,2021-03-12,Afternoon,13:24PM - 15:05PM,N
620948,2018-2022,John,Filion,Board of Directors of TO Live,22,2021-03-12,Afternoon,13:24PM - 15:05PM,Y
620949,2018-2022,Kristyn,Wong-Tam,Board of Directors of TO Live,22,2021-03-12,Afternoon,13:24PM - 15:05PM,Y
620950,2018-2022,Gary,Crawford,Board of Directors of TO Live,22,2021-03-12,Afternoon,15:07PM - 15:11PM,N
620951,2018-2022,John,Filion,Board of Directors of TO Live,22,2021-03-12,Afternoon,15:07PM - 15:11PM,Y
620952,2018-2022,Kristyn,Wong-Tam,Board of Directors of TO Live,22,2021-03-12,Afternoon,15:07PM - 15:11PM,Y
620953,2018-2022,Paul,Ainslie,Board of Health,26,2021-03-22,Morning,09:33AM - 12:17PM,Y
620954,2018-2022,Brad,Bradford,Board of Health,26,2021-03-22,Morning,09:33AM - 12:17PM,Y
620955,2018-2022,Joe,Cressy,Board of Health,26,2021-03-22,Morning,09:33AM - 12:17PM,Y
620956,2018-2022,Mike,Layton,Board of Health,26,2021-03-22,Morning,09:33AM - 12:17PM,Y
620957,2018-2022,Gord,Perks,Board of Health,26,2021-03-22,Morning,09:33AM - 12:17PM,Y
620958,2018-2022,Kristyn,Wong-Tam,Board of Health,26,2021-03-22,Morning,09:33AM - 12:17PM,Y
620959,2018-2022,Mike,Colle,Infrastructure and Environment Committee,20,2021-03-23,Morning,09:36AM - 12:25PM,Y
620960,2018-2022,Mike,Layton,Infrastructure and Environment Committee,20,2021-03-23,Morning,09:36AM - 12:25PM,Y
620961,2018-2022,Jennifer,McKelvie,Infrastructure and Environment Committee,20,2021-03-23,Morning,09:36AM - 12:25PM,Y
620962,2018-2022,Denzil,Minnan-Wong,Infrastructure and Environment Committee,20,2021-03-23,Morning,09:36AM - 12:25PM,Y
620963,2018-2022,James,Pasternak,Infrastructure and Environment Committee,20,2021-03-23,Morning,09:36AM - 12:25PM,Y
620964,2018-2022,Anthony,Perruzza,Infrastructure and Environment Committee,20,2021-03-23,Morning,09:36AM - 12:25PM,Y
620965,2018-2022,Mike,Colle,Infrastructure and Environment Committee,20,2021-03-23,Afternoon,13:31PM - 14:16PM,Y
620966,2018-2022,Mike,Layton,Infrastructure and Environment Committee,20,2021-03-23,Afternoon,13:31PM - 14:16PM,Y
620967,2018-2022,Jennifer,McKelvie,Infrastructure and Environment Committee,20,2021-03-23,Afternoon,13:31PM - 14:16PM,Y
