_id,Term,FirstName,LastName,Committee,MTGNum,SessionDate,SessionType,SessionStart_EndTime,Present
617707,2018-2022,Jaye,Robinson,City Council,14,2020-01-29,Afternoon,14:07PM - 18:26PM,N
617708,2018-2022,Michael,Thompson,City Council,14,2020-01-29,Afternoon,14:07PM - 18:26PM,Y
617709,2018-2022,John,Tory,City Council,14,2020-01-29,Afternoon,14:07PM - 18:26PM,Y
617710,2018-2022,Kristyn,Wong-Tam,City Council,14,2020-01-29,Afternoon,14:07PM - 18:26PM,Y
617711,2018-2022,Brad,Bradford,Toronto Parking Authority,13,2020-02-03,Morning,09:04AM - 10:55AM,Y
617712,2018-2022,Cynthia,Lai,Toronto Parking Authority,13,2020-02-03,Morning,09:04AM - 10:55AM,Y
617713,2018-2022,Paula,Fletcher,"Film, Television and Digital Media Advisory Board",4,2020-02-03,Morning,09:30AM - 11:59AM,Y
617714,2018-2022,Jennifer,McKelvie,"Film, Television and Digital Media Advisory Board",4,2020-02-03,Morning,09:30AM - 11:59AM,Y
617715,2018-2022,Jaye,Robinson,"Film, Television and Digital Media Advisory Board",4,2020-02-03,Morning,09:30AM - 11:59AM,N
617716,2018-2022,Kristyn,Wong-Tam,Toronto Accessibility Advisory Committee,7,2020-02-03,Morning,09:40AM - 12:11PM,Y
617717,2018-2022,Brad,Bradford,Toronto Parking Authority,13,2020-02-03,Morning,11:10AM - 12:04PM,Y
617718,2018-2022,Cynthia,Lai,Toronto Parking Authority,13,2020-02-03,Morning,11:10AM - 12:04PM,Y
617719,2018-2022,Brad,Bradford,Toronto Parking Authority,13,2020-02-03,Afternoon,12:05PM - 12:33PM,Y
617720,2018-2022,Cynthia,Lai,Toronto Parking Authority,13,2020-02-03,Afternoon,12:05PM - 12:33PM,Y
617721,2018-2022,Brad,Bradford,Toronto Parking Authority,13,2020-02-03,Afternoon,12:34PM - 12:35PM,Y
617722,2018-2022,Cynthia,Lai,Toronto Parking Authority,13,2020-02-03,Afternoon,12:34PM - 12:35PM,Y
617723,2018-2022,Brad,Bradford,Budget Committee,16,2020-02-04,Morning,09:36AM - 12:22PM,Y
617724,2018-2022,Shelley,Carroll,Budget Committee,16,2020-02-04,Morning,09:36AM - 12:22PM,Y
617725,2018-2022,Gary,Crawford,Budget Committee,16,2020-02-04,Morning,09:36AM - 12:22PM,Y
617726,2018-2022,Mike,Layton,Budget Committee,16,2020-02-04,Morning,09:36AM - 12:22PM,Y
617727,2018-2022,Jennifer,McKelvie,Budget Committee,16,2020-02-04,Morning,09:36AM - 12:22PM,Y
617728,2018-2022,Frances,Nunziata,Budget Committee,16,2020-02-04,Morning,09:36AM - 12:22PM,Y
617729,2018-2022,Michael,Ford,Etobicoke York Community Council,13,2020-02-05,Morning,09:30AM - 09:54AM,Y
617730,2018-2022,Mark,Grimes,Etobicoke York Community Council,13,2020-02-05,Morning,09:30AM - 09:54AM,Y
617731,2018-2022,Stephen,Holyday,Etobicoke York Community Council,13,2020-02-05,Morning,09:30AM - 09:54AM,Y
617732,2018-2022,Frances,Nunziata,Etobicoke York Community Council,13,2020-02-05,Morning,09:30AM - 09:54AM,Y
617733,2018-2022,Anthony,Perruzza,Etobicoke York Community Council,13,2020-02-05,Morning,09:30AM - 09:54AM,Y
617734,2018-2022,Paul,Ainslie,Scarborough Community Council,13,2020-02-05,Morning,09:31AM - 11:16AM,Y
617735,2018-2022,Gary,Crawford,Scarborough Community Council,13,2020-02-05,Morning,09:31AM - 11:16AM,Y
617736,2018-2022,Jim,Karygiannis,Scarborough Community Council,13,2020-02-05,Morning,09:31AM - 11:16AM,Y
617737,2018-2022,Cynthia,Lai,Scarborough Community Council,13,2020-02-05,Morning,09:31AM - 11:16AM,Y
617738,2018-2022,Jennifer,McKelvie,Scarborough Community Council,13,2020-02-05,Morning,09:31AM - 11:16AM,N
617739,2018-2022,Michael,Thompson,Scarborough Community Council,13,2020-02-05,Morning,09:31AM - 11:16AM,Y
617740,2018-2022,Shelley,Carroll,North York Community Council,13,2020-02-05,Morning,09:34AM - 11:55AM,Y
617741,2018-2022,Mike,Colle,North York Community Council,13,2020-02-05,Morning,09:34AM - 11:55AM,Y
617742,2018-2022,John,Filion,North York Community Council,13,2020-02-05,Morning,09:34AM - 11:55AM,Y
617743,2018-2022,Denzil,Minnan-Wong,North York Community Council,13,2020-02-05,Morning,09:34AM - 11:55AM,Y
617744,2018-2022,James,Pasternak,North York Community Council,13,2020-02-05,Morning,09:34AM - 11:55AM,Y
617745,2018-2022,Jaye,Robinson,North York Community Council,13,2020-02-05,Morning,09:34AM - 11:55AM,N
617746,2018-2022,Ana,Bailão,Toronto and East York Community Council,13,2020-02-05,Morning,09:42AM - 12:02PM,N
617747,2018-2022,Brad,Bradford,Toronto and East York Community Council,13,2020-02-05,Morning,09:42AM - 12:02PM,Y
617748,2018-2022,Joe,Cressy,Toronto and East York Community Council,13,2020-02-05,Morning,09:42AM - 12:02PM,Y
617749,2018-2022,Paula,Fletcher,Toronto and East York Community Council,13,2020-02-05,Morning,09:42AM - 12:02PM,N
617750,2018-2022,Mike,Layton,Toronto and East York Community Council,13,2020-02-05,Morning,09:42AM - 12:02PM,Y
617751,2018-2022,Josh,Matlow,Toronto and East York Community Council,13,2020-02-05,Morning,09:42AM - 12:02PM,Y
617752,2018-2022,Gord,Perks,Toronto and East York Community Council,13,2020-02-05,Morning,09:42AM - 12:02PM,Y
617753,2018-2022,Kristyn,Wong-Tam,Toronto and East York Community Council,13,2020-02-05,Morning,09:42AM - 12:02PM,Y
617754,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,8,2020-02-06,Morning,09:35AM - 11:30AM,Y
617755,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,8,2020-02-06,Morning,09:35AM - 11:30AM,Y
617756,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,8,2020-02-06,Morning,09:35AM - 11:30AM,Y
617757,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,8,2020-02-06,Morning,11:31AM - 11:56AM,Y
617758,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,8,2020-02-06,Morning,11:31AM - 11:56AM,Y
617759,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,8,2020-02-06,Morning,11:31AM - 11:56AM,Y
617760,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,8,2020-02-06,Morning,11:57AM - 11:59AM,Y
617761,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,8,2020-02-06,Morning,11:57AM - 11:59AM,Y
617762,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,8,2020-02-06,Morning,11:57AM - 11:59AM,Y
617763,2018-2022,John,Filion,Audit Committee,5,2020-02-10,Morning,09:37AM - 11:17AM,Y
617764,2018-2022,Michael,Ford,Audit Committee,5,2020-02-10,Morning,09:37AM - 11:17AM,Y
617765,2018-2022,Stephen,Holyday,Audit Committee,5,2020-02-10,Morning,09:37AM - 11:17AM,Y
617766,2018-2022,Josh,Matlow,Audit Committee,5,2020-02-10,Morning,09:37AM - 11:17AM,Y
617767,2018-2022,Frances,Nunziata,Audit Committee,5,2020-02-10,Morning,09:37AM - 11:17AM,Y
617768,2018-2022,John,Filion,Audit Committee,5,2020-02-10,Morning,11:25AM - 12:27PM,Y
617769,2018-2022,Michael,Ford,Audit Committee,5,2020-02-10,Morning,11:25AM - 12:27PM,Y
617770,2018-2022,Stephen,Holyday,Audit Committee,5,2020-02-10,Morning,11:25AM - 12:27PM,Y
617771,2018-2022,Josh,Matlow,Audit Committee,5,2020-02-10,Morning,11:25AM - 12:27PM,Y
617772,2018-2022,Frances,Nunziata,Audit Committee,5,2020-02-10,Morning,11:25AM - 12:27PM,Y
617773,2018-2022,John,Filion,Audit Committee,5,2020-02-10,Afternoon,12:29PM - 12:36PM,Y
617774,2018-2022,Michael,Ford,Audit Committee,5,2020-02-10,Afternoon,12:29PM - 12:36PM,N
617775,2018-2022,Stephen,Holyday,Audit Committee,5,2020-02-10,Afternoon,12:29PM - 12:36PM,Y
617776,2018-2022,Josh,Matlow,Audit Committee,5,2020-02-10,Afternoon,12:29PM - 12:36PM,Y
617777,2018-2022,Frances,Nunziata,Audit Committee,5,2020-02-10,Afternoon,12:29PM - 12:36PM,N
617778,2018-2022,Joe,Cressy,Board of Governors of Exhibition Place,9,2020-02-11,Morning,09:34AM - 10:34AM,N
617779,2018-2022,Mark,Grimes,Board of Governors of Exhibition Place,9,2020-02-11,Morning,09:34AM - 10:34AM,Y
617780,2018-2022,Stephen,Holyday,Board of Governors of Exhibition Place,9,2020-02-11,Morning,09:34AM - 10:34AM,Y
